Inspection ID,No Violation Found,City Do It,Owner Will Do It,Capital Project Conflict Flag,Cancel,Inspection Date,Is 311 Inspection,Pickup Sidewalk,Curb311,Pickup curb,Other,Correspondence,Damage ID,Damage Type Code
193695,0,0,0,0,0,17-07-2014,0,0,0,1,0,0,5,NS
294179,0,0,0,0,0,29-05-2019,0,1,0,0,0,0,5,NS
245128,0,0,0,0,0,19-04-2017,0,0,0,1,0,0,5,NS
43568,1,0,0,0,0,14-10-1998,0,0,0,0,0,0,5,NS
150904,1,0,0,0,0,03-04-2012,0,1,0,0,0,0,5,NS
54450,1,0,0,0,0,20-03-2004,0,0,0,0,0,0,5,NS
180743,0,0,0,0,0,,0,0,0,0,0,0,5,NS
25530,1,0,0,0,0,27-05-1999,0,0,0,0,0,0,5,NS
159478,1,0,0,0,0,05-07-2012,0,1,0,0,0,0,5,NS
293441,0,0,0,0,0,29-05-2019,0,1,0,0,0,0,5,NS
276673,0,0,0,0,0,31-08-2018,1,0,0,0,1,0,5,NS
86307,0,0,0,0,0,28-09-2008,1,0,0,0,0,0,5,NS
199784,1,0,0,0,0,21-11-2014,0,1,0,0,0,0,5,NS
41645,1,0,0,0,0,23-10-2007,0,0,0,0,0,0,5,NS
283076,1,0,0,0,0,29-11-2018,0,1,0,0,0,0,5,NS
276230,0,0,0,0,0,01-08-2018,0,1,0,0,0,0,5,NS
80662,0,0,0,0,0,01-04-2008,0,0,0,0,0,0,5,NS
335256,1,0,0,0,0,15-04-2022,0,1,0,0,0,0,4,ND
232403,1,0,0,0,0,10-09-2016,0,1,0,0,0,0,5,NS
5049,0,0,0,0,0,27-02-1999,0,0,0,0,0,0,5,NS
326165,0,0,0,0,0,,0,0,0,0,0,0,5,NS
349549,0,0,0,0,0,01-12-2022,0,0,0,1,1,0,6,NL
331106,0,0,0,0,0,14-10-2021,1,0,0,0,0,0,4,ND
42238,0,0,0,0,0,14-06-1995,0,0,0,0,0,0,5,NS
351811,1,0,0,0,0,14-02-2023,0,1,0,0,0,0,6,NL
90504,0,0,0,0,0,08-04-2009,0,0,0,0,0,0,5,NS
140249,0,0,0,0,0,22-11-2011,0,1,0,0,0,0,5,NS
215850,0,0,0,0,0,18-12-2015,0,1,0,0,0,0,5,NS
218007,1,0,0,0,0,13-09-2022,0,0,0,1,0,0,5,NS
39882,1,0,0,0,0,12-08-1998,0,0,0,0,0,0,5,NS
323231,0,0,0,0,0,18-06-2021,0,1,0,0,0,0,5,NS
219931,0,0,0,0,0,23-06-2016,1,0,0,0,0,0,5,NS
306448,0,0,0,0,0,04-12-2019,0,1,0,0,0,0,5,NS
53057,0,0,0,0,0,,0,0,0,0,0,0,5,NS
309724,0,0,0,0,0,,0,0,0,0,0,0,5,NS
276514,0,0,0,0,0,09-08-2018,0,1,0,0,0,0,5,NS
43820,1,0,0,0,0,10-09-2003,0,0,0,0,0,0,5,NS
139952,0,0,0,0,0,19-11-2011,0,0,0,0,1,0,5,NS
265088,0,0,0,0,0,22-12-2017,0,0,1,0,0,0,5,NS
220817,0,0,0,0,0,12-04-2016,0,0,0,0,0,0,5,NS
68186,1,0,0,0,0,02-05-2006,0,0,0,0,0,0,5,NS
88905,1,0,0,0,0,02-06-2010,1,0,0,0,0,0,5,NS
127222,0,0,0,0,0,25-05-2011,1,0,0,0,0,0,5,NS
175541,1,0,0,0,0,31-05-2013,0,1,0,0,1,0,5,NS
289856,0,0,0,0,0,03-04-2019,0,1,0,0,1,0,5,NS
183045,0,0,0,0,0,19-11-2013,0,0,0,0,0,1,5,NS
373840,0,0,0,0,0,,0,0,0,0,0,0,6,NL
3600,1,0,0,0,0,15-09-1999,0,0,0,0,0,0,5,NS
113805,1,0,0,0,0,11-08-2010,0,0,0,0,0,0,5,NS
256427,0,0,0,0,0,06-09-2017,0,1,0,0,0,0,5,NS
149104,0,0,0,0,0,08-03-2012,0,0,0,1,0,0,5,NS
28075,1,0,0,0,0,01-03-1999,0,0,0,0,0,0,5,NS
155310,0,0,0,0,0,22-05-2012,0,1,0,0,0,0,5,NS
169607,0,0,0,0,0,,0,0,0,0,0,0,5,NS
289702,0,0,0,0,0,01-11-2018,0,1,0,0,0,0,5,NS
179864,0,0,0,0,0,14-08-2013,1,0,0,0,1,0,5,NS
126671,1,0,0,0,0,11-05-2011,1,0,0,0,0,0,5,NS
113664,0,0,0,0,0,05-08-2010,0,0,0,0,0,0,5,NS
205415,1,0,0,0,0,12-06-2015,0,0,0,0,0,0,5,NS
366218,0,0,0,0,0,27-09-2023,0,1,0,0,0,0,2,PT
103124,0,0,0,0,0,13-05-2010,0,0,0,0,0,0,5,NS
381993,0,0,0,0,0,13-09-2024,0,0,0,1,0,0,6,NL
151999,1,0,0,0,0,18-04-2012,1,0,0,0,1,0,5,NS
347992,1,0,0,0,0,02-11-2022,0,1,0,0,0,0,4,ND
227202,0,0,0,0,0,16-07-2016,1,0,0,0,0,0,5,NS
87085,0,0,0,0,0,23-10-2008,0,0,0,0,0,0,5,NS
72151,0,0,0,0,0,01-02-2007,1,0,0,0,0,0,5,NS
320137,0,0,0,0,0,28-04-2021,1,0,0,0,0,0,5,NS
313053,0,0,0,0,0,13-03-2020,0,1,0,0,0,0,5,NS
117223,0,0,0,0,0,14-09-2010,0,0,0,0,0,0,5,NS
185169,0,0,0,0,0,05-04-2014,1,0,0,0,0,0,5,NS
49608,0,0,0,0,0,23-02-1999,0,0,0,0,0,0,5,NS
155344,1,0,0,0,0,25-05-2012,0,1,0,0,0,0,5,NS
212486,0,0,0,0,0,20-05-2016,1,0,0,0,1,0,5,NS
226277,1,0,0,0,0,16-06-2016,0,1,0,0,1,0,5,NS
145817,1,0,0,0,0,13-01-2012,0,0,0,0,1,0,5,NS
97612,0,0,0,0,0,,0,0,0,0,0,0,5,NS
377705,0,0,0,0,0,15-05-2024,0,1,0,0,0,0,3,NT
275097,0,0,0,0,0,25-06-2018,1,0,0,0,0,0,5,NS
222352,0,0,0,0,0,14-04-2016,0,1,0,0,0,0,5,NS
195290,0,0,0,0,0,23-07-2014,0,1,0,0,0,0,5,NS
208805,0,0,0,0,0,12-09-2015,1,0,0,0,0,0,5,NS
168121,0,0,0,0,0,11-08-2010,0,0,1,0,0,0,5,NS
388332,1,0,0,0,0,18-12-2024,0,1,0,0,0,0,4,ND
298608,0,0,0,0,0,30-07-2019,0,1,0,0,0,0,5,NS
55721,0,0,0,0,0,15-10-2002,0,0,0,0,0,0,5,NS
276675,0,0,0,0,0,14-08-2018,0,1,0,0,0,0,5,NS
381915,0,0,0,0,0,13-09-2024,0,1,0,0,0,0,1,AT
385365,0,0,0,0,0,13-11-2024,1,0,0,0,0,0,6,NL
3914,1,0,0,0,0,29-09-1999,0,0,0,0,0,0,5,NS
121646,1,0,0,0,0,13-08-2010,0,0,0,0,0,0,5,NS
58166,0,0,0,0,0,14-10-1998,0,0,0,0,0,0,5,NS
39033,1,0,0,0,0,29-12-2003,0,0,0,0,0,0,5,NS
363708,1,0,0,0,0,12-09-2023,0,1,0,0,0,0,6,NL
68458,1,0,0,0,0,22-08-2006,0,0,0,0,0,0,5,NS
234990,0,0,0,0,0,13-10-2016,0,1,0,0,0,0,5,NS
70287,0,0,0,0,0,15-11-2006,1,0,0,0,0,0,5,NS
49301,0,0,0,0,0,27-09-1996,0,0,0,0,0,0,5,NS
298335,1,0,0,0,0,05-07-2019,0,0,0,1,0,0,5,NS
293109,1,0,0,0,0,22-05-2019,0,0,0,0,0,0,5,NS
79553,0,0,0,0,0,,0,0,0,0,0,0,5,NS
313190,0,0,0,0,0,11-03-2020,0,1,0,0,1,0,5,NS
324905,0,0,0,0,0,20-07-2021,0,1,0,0,0,0,5,NS
234351,0,0,0,0,0,,0,0,0,0,0,0,5,NS
277435,0,0,0,0,0,21-08-2018,0,1,0,0,1,0,5,NS
9424,1,0,0,0,0,14-05-1998,0,0,0,0,0,0,5,NS
263415,0,0,0,0,0,22-11-2017,1,0,0,0,0,0,5,NS
155857,0,0,0,0,0,12-01-2016,0,1,0,0,0,0,5,NS
312890,0,0,0,0,0,,0,0,0,0,0,0,5,NS
200174,0,0,0,0,0,17-12-2014,0,1,0,0,0,0,5,NS
296446,1,0,0,0,0,27-06-2019,0,1,0,0,1,0,5,NS
312153,0,0,0,0,0,07-03-2020,0,1,0,0,0,0,5,NS
351743,0,0,0,0,0,,0,0,0,0,0,0,6,NL
8114,0,0,0,0,0,,0,0,0,0,0,0,5,NS
376857,0,0,0,0,0,06-05-2024,0,1,0,0,0,0,1,AT
298741,0,0,0,0,0,31-07-2019,0,1,0,0,0,0,5,NS
126345,1,0,0,0,0,04-05-2011,1,0,0,0,0,0,5,NS
81180,0,0,0,0,0,21-03-2008,0,0,0,0,0,0,5,NS
196766,1,0,0,0,0,06-10-2014,0,0,0,0,0,0,5,NS
222234,0,0,0,0,0,04-05-2016,0,1,0,0,0,0,5,NS
145560,0,0,0,0,0,12-01-2012,0,0,0,1,0,0,5,NS
295370,0,0,0,0,0,14-06-2019,0,0,0,0,1,0,5,NS
153601,0,0,0,0,0,10-05-2012,0,1,0,0,0,0,5,NS
343435,1,0,0,0,0,30-08-2022,0,1,0,0,0,0,4,ND
4771,1,0,0,0,0,07-04-1998,0,0,0,0,0,0,5,NS
35034,0,0,0,0,0,,0,0,0,0,0,0,5,NS
195155,0,0,0,0,0,16-07-2014,0,0,0,1,0,0,5,NS
66429,0,0,0,0,0,10-11-2016,1,0,0,0,0,0,5,NS
24919,1,0,0,0,0,27-05-1999,0,0,0,0,0,0,5,NS
25293,1,0,0,0,0,02-05-2003,0,0,0,0,0,0,5,NS
9205,1,0,0,0,0,17-05-1999,0,0,0,0,0,0,5,NS
256753,0,0,0,0,0,08-09-2017,0,1,0,0,0,0,5,NS
174196,0,0,0,0,0,24-04-2013,0,1,0,0,0,0,5,NS
77336,0,0,0,0,0,16-10-2007,1,0,0,0,0,0,5,NS
527,0,0,0,0,0,11-04-2012,1,0,0,0,0,0,5,NS
210186,1,0,0,0,0,16-09-2015,0,0,0,0,0,0,5,NS
95744,0,0,0,0,0,23-09-2009,1,0,0,0,0,0,5,NS
231331,0,0,0,0,0,24-08-2016,1,0,0,0,0,0,5,NS
143262,0,0,0,0,0,,0,0,0,0,0,0,5,NS
279753,0,0,0,0,0,04-10-2018,0,1,0,0,0,0,5,NS
291057,0,0,0,0,0,01-05-2019,0,0,0,1,0,0,5,NS
327171,0,0,0,0,0,,0,0,0,0,0,0,5,NS
139867,0,0,0,0,0,19-11-2011,0,0,0,0,1,0,5,NS
58211,1,0,0,0,0,20-04-1998,0,0,0,0,0,0,5,NS
93659,0,0,0,0,0,01-07-2009,0,0,0,0,0,0,5,NS
346883,0,0,0,0,0,22-10-2022,0,0,0,1,0,0,4,ND
76060,0,0,0,0,0,28-08-2007,0,0,0,0,0,0,5,NS
271840,0,0,0,0,0,08-05-2018,0,1,0,0,0,0,5,NS
140290,1,0,0,0,0,22-11-2011,0,1,0,0,0,0,5,NS
276663,0,0,0,0,0,14-08-2018,1,0,0,0,0,0,5,NS
143988,1,0,0,0,0,14-12-2011,0,0,0,0,0,0,5,NS
193433,1,0,0,0,0,12-07-2014,0,0,0,1,0,0,5,NS
262537,0,0,0,0,0,18-11-2017,1,0,0,0,0,0,5,NS
33378,0,0,0,0,0,05-10-1995,0,0,0,0,0,0,5,NS
360223,0,0,0,0,0,18-07-2023,0,1,0,0,0,0,6,NL
16074,0,0,1,0,0,,0,0,0,0,0,0,5,NS
266863,0,0,0,0,0,13-02-2018,0,0,0,1,0,0,5,NS
57641,1,0,0,0,0,06-05-2004,0,0,0,0,0,0,5,NS
205215,0,0,0,0,0,,0,0,0,0,0,0,5,NS
248841,1,0,0,0,0,15-06-2017,0,1,0,0,0,0,5,NS
110851,0,0,0,0,0,29-07-2010,0,0,0,0,0,0,5,NS
301891,0,0,0,0,0,17-09-2019,1,0,0,0,0,0,5,NS
12949,0,0,0,1,1,08-10-2011,0,0,0,0,1,0,5,NS
245674,0,0,0,0,0,27-04-2017,1,0,0,0,0,0,5,NS
127272,1,0,0,0,0,26-05-2011,1,0,0,0,0,0,5,NS
351834,0,0,0,0,0,15-02-2023,0,0,1,0,0,0,2,PT
170016,0,0,0,0,0,,0,0,0,0,0,0,5,NS
285777,0,0,0,0,0,14-02-2019,0,1,0,0,0,0,5,NS
329292,0,0,0,0,0,22-09-2021,0,0,0,1,0,0,5,NS
238919,0,0,0,0,0,18-10-2016,0,1,0,0,0,0,5,NS
339682,1,0,0,0,0,06-07-2022,0,1,0,0,0,0,6,NL
344933,0,0,0,0,0,28-09-2022,0,0,0,1,0,0,4,ND
286653,0,0,0,0,0,07-03-2019,0,1,0,0,0,0,5,NS
185065,1,0,0,0,0,24-05-2014,1,0,0,0,0,0,5,NS
300689,0,0,0,0,0,29-08-2019,1,0,0,0,0,0,5,NS
2840,1,0,0,0,0,09-02-1998,0,0,0,0,0,0,5,NS
294284,1,0,0,0,0,05-06-2019,0,1,0,0,0,0,5,NS
21330,1,0,0,0,0,18-10-1999,0,0,0,0,0,0,5,NS
191148,1,0,0,0,0,31-05-2014,0,0,0,0,0,0,5,NS
98404,0,0,0,0,0,,0,0,0,0,0,0,5,NS
194365,0,0,0,0,0,23-07-2014,0,1,0,0,1,0,5,NS
86030,1,0,0,0,0,03-10-2008,0,0,0,0,0,0,5,NS
380292,1,0,0,0,0,25-07-2024,0,1,0,0,0,0,6,NL
226108,0,0,0,0,0,16-06-2016,0,1,0,0,0,0,5,NS
224651,1,0,0,0,0,04-06-2016,0,1,0,0,0,0,5,NS
34662,1,0,0,0,0,14-07-1999,0,0,0,0,0,0,5,NS
138132,0,0,0,0,0,26-10-2011,1,0,0,0,0,0,5,NS
258797,1,0,0,0,0,04-10-2017,0,1,0,0,0,0,5,NS
235081,1,0,0,0,0,04-11-2016,0,0,0,0,0,0,5,NS
44490,0,0,0,1,0,,0,0,0,0,0,0,5,NS
212729,0,0,0,0,0,13-11-2015,0,0,0,1,0,0,5,NS
331704,0,0,0,0,0,18-01-2022,0,1,0,0,0,0,1,AT
280594,0,0,0,0,0,19-10-2018,0,1,0,0,0,0,5,NS
185809,1,0,0,0,0,28-02-2014,0,0,0,0,0,0,5,NS
329185,0,0,0,0,0,,0,0,0,0,0,0,5,NS
53189,0,0,0,0,0,,0,0,0,0,0,0,5,NS
198492,0,0,0,0,0,15-10-2014,0,1,0,0,0,0,5,NS
195045,0,0,0,0,0,05-08-2014,0,1,0,0,0,0,5,NS
333151,1,0,0,0,0,03-03-2022,0,0,0,1,0,0,4,ND
264448,0,0,0,0,0,20-12-2017,0,1,0,0,0,0,5,NS
372394,0,0,0,0,0,28-02-2024,0,1,0,0,0,0,2,PT
39345,0,0,0,0,0,06-10-1999,0,0,0,0,0,0,5,NS
219839,0,0,0,0,0,23-04-2016,1,0,0,0,0,0,5,NS
201720,0,0,0,0,0,25-03-2015,1,0,0,0,0,0,5,NS
244965,0,0,0,0,0,14-04-2017,0,1,0,0,0,0,5,NS
91451,1,0,0,0,0,21-05-2009,0,0,0,0,0,0,5,NS
140296,0,0,0,0,0,25-11-2011,0,1,0,0,0,0,5,NS
168334,0,0,0,0,0,28-06-2013,0,1,0,0,0,0,5,NS
198371,0,0,0,0,0,07-11-2014,0,1,0,0,0,0,5,NS
96251,0,0,0,0,0,06-10-2009,0,0,0,0,0,0,5,NS
308268,0,0,0,0,0,14-01-2020,0,1,0,0,0,0,5,NS
89441,1,0,0,0,0,10-03-2009,0,0,0,0,0,0,5,NS
158207,1,0,0,0,0,26-06-2012,0,1,0,0,0,0,5,NS
88833,1,0,0,0,0,24-01-2009,0,0,0,0,0,0,5,NS
264154,0,0,0,0,0,15-12-2017,0,0,1,0,0,0,5,NS
200487,0,0,0,0,0,31-12-2014,0,1,0,0,0,0,5,NS
229120,1,0,0,0,0,27-07-2016,0,1,0,0,0,0,5,NS
65405,0,0,0,0,0,,0,0,0,0,0,0,5,NS
109353,0,0,0,0,0,08-07-2010,0,0,0,0,0,0,5,NS
306260,1,0,0,0,0,27-11-2019,0,1,0,0,1,0,5,NS
210302,0,0,0,0,0,16-09-2015,0,1,0,0,0,0,5,NS
172001,1,0,0,0,0,13-03-2013,0,1,0,0,0,0,5,NS
311749,0,0,0,0,0,13-02-2020,0,1,0,0,0,0,5,NS
291367,0,0,0,0,0,01-05-2019,0,1,0,0,0,0,5,NS
94602,0,0,0,0,0,06-08-2009,0,0,0,0,0,0,5,NS
135361,0,0,0,0,0,28-12-2011,0,0,0,0,0,1,5,NS
32986,1,0,0,0,0,05-06-1998,0,0,0,0,0,0,5,NS
170785,0,0,0,0,0,,0,0,0,0,0,0,5,NS
332960,0,0,0,0,0,07-05-2021,0,1,0,0,1,0,1,AT
177416,0,0,0,0,0,02-07-2013,1,1,0,0,0,0,5,NS
76575,1,0,0,0,0,25-09-2007,1,0,0,0,0,0,5,NS
188420,0,0,0,0,0,19-04-2014,1,0,0,0,0,0,5,NS
12071,1,0,0,0,0,12-05-1999,0,0,0,0,0,0,5,NS
179272,0,0,0,0,0,31-07-2013,1,0,0,0,0,0,5,NS
162492,0,1,0,0,0,09-08-2012,0,0,1,0,0,0,5,NS
223964,0,0,0,0,0,26-05-2016,0,1,0,0,0,0,5,NS
161597,0,0,0,0,0,,0,0,0,0,1,0,5,NS
50726,0,0,0,0,0,29-10-1996,0,0,0,0,0,0,5,NS
127364,0,0,0,0,0,,0,0,0,0,0,0,5,NS
283476,0,0,0,0,0,13-12-2018,0,1,0,0,0,0,5,NS
165530,1,0,0,0,0,06-09-2012,0,1,0,0,0,0,5,NS
90958,0,0,0,0,0,06-05-2009,0,0,0,0,0,0,5,NS
335787,0,0,0,0,0,28-04-2022,0,1,0,0,0,0,3,NT
41088,1,0,0,0,0,25-09-2003,0,0,0,0,0,0,5,NS
237073,0,0,0,0,0,28-11-2016,0,0,0,1,0,0,5,NS
137337,0,0,0,0,0,15-10-2011,0,0,0,0,1,0,5,NS
47031,1,0,0,0,0,08-08-2003,0,0,0,0,0,0,5,NS
67305,1,0,0,0,0,08-05-2006,0,0,0,0,0,0,5,NS
284815,0,0,0,0,0,17-01-2019,1,0,0,0,0,0,5,NS
326531,0,0,0,0,0,14-07-2021,0,1,0,0,0,0,5,NS
335896,0,0,0,0,0,29-04-2022,0,1,0,0,0,0,3,NT
163176,0,0,0,0,0,15-08-2012,0,0,0,1,0,0,5,NS
95345,0,0,0,0,0,03-09-2009,0,0,0,0,0,0,5,NS
155509,0,0,0,0,0,31-05-2012,1,0,0,0,0,0,5,NS
262591,0,0,0,0,0,,0,0,0,0,0,0,5,NS
239792,0,0,0,0,0,30-12-2016,0,0,0,1,0,0,5,NS
201972,0,0,0,0,0,01-04-2015,1,0,0,0,0,0,5,NS
314878,1,0,0,0,0,05-11-2020,0,0,0,1,0,0,5,NS
41563,1,0,0,0,0,10-12-1998,0,0,0,0,0,0,5,NS
19620,0,0,0,0,0,,0,0,0,0,0,0,5,NS
341753,0,0,0,0,0,17-08-2022,0,0,0,1,0,0,3,NT
282001,0,0,0,0,0,26-10-2018,1,0,0,0,0,0,5,NS
330368,0,0,0,0,0,23-11-2021,0,1,0,0,0,0,2,PT
293526,1,0,0,0,0,31-05-2019,0,0,0,1,0,0,5,NS
36896,1,0,0,0,0,12-07-1999,0,0,0,0,0,0,5,NS
69006,0,0,0,0,0,21-09-2006,1,0,0,0,0,0,5,NS
160350,1,0,0,0,0,19-07-2012,0,1,0,0,0,0,5,NS
42958,1,0,0,0,0,10-05-1996,0,0,0,0,0,0,5,NS
344359,0,0,0,0,0,20-09-2022,0,1,0,0,0,0,6,NL
44124,1,0,0,0,0,13-10-1998,0,0,0,0,0,0,5,NS
320042,0,0,0,0,0,16-04-2021,0,0,0,1,0,0,5,NS
55575,0,0,0,0,0,,0,0,0,0,0,0,5,NS
123648,0,0,0,0,0,04-03-2011,1,0,0,0,0,0,5,NS
223605,0,0,0,0,0,09-06-2016,1,0,0,0,0,0,5,NS
106542,0,0,0,0,0,04-06-2010,0,0,0,0,0,0,5,NS
262662,1,0,0,0,0,21-11-2017,1,0,0,0,0,0,5,NS
33842,1,0,0,0,0,16-07-1999,0,0,0,0,0,0,5,NS
5984,1,0,0,0,0,11-03-1996,0,0,0,0,0,0,5,NS
233759,0,0,0,0,0,05-10-2016,0,1,0,0,0,0,5,NS
236015,0,0,0,0,0,17-11-2016,0,1,0,0,1,0,5,NS
88686,0,0,0,0,0,27-01-2009,0,0,0,0,0,0,5,NS
220432,0,0,0,0,0,14-04-2016,0,0,0,1,0,0,5,NS
205472,0,0,0,0,0,28-05-2015,0,1,0,0,0,0,5,NS
361333,0,0,0,0,0,24-07-2023,0,1,0,0,0,0,6,NL
65715,0,0,0,0,0,14-03-2008,1,0,0,0,0,0,5,NS
341610,1,0,0,0,0,09-08-2022,0,1,0,0,0,0,3,NT
180693,1,0,0,0,0,05-09-2013,1,0,0,0,0,0,5,NS
98872,1,0,0,0,0,24-03-2010,0,0,0,0,0,0,5,NS
33045,0,0,1,0,0,,0,0,0,0,0,0,5,NS
309383,0,0,0,0,0,31-01-2020,0,1,0,0,0,0,5,NS
330762,0,0,0,0,0,04-11-2021,0,1,0,0,0,0,3,NT
259561,0,0,0,0,0,13-10-2017,1,0,0,0,0,0,5,NS
188555,0,0,0,0,0,02-04-2014,0,1,0,0,0,0,5,NS
86982,0,0,0,0,0,15-10-2008,0,0,0,0,0,0,5,NS
239872,0,0,0,0,0,22-11-2016,0,1,0,0,0,0,5,NS
127152,1,0,0,0,0,26-05-2011,0,0,0,0,0,0,5,NS
379271,0,0,0,0,0,03-06-2024,0,1,0,0,0,0,1,AT
228454,0,0,0,0,0,,0,0,0,0,0,0,5,NS
332459,0,0,0,0,0,16-02-2022,0,0,1,0,0,0,6,NL
261724,0,0,0,0,0,02-11-2017,1,0,0,0,0,0,5,NS
288795,0,0,0,0,0,09-04-2019,0,0,1,0,0,0,5,NS
265066,1,0,0,0,0,29-12-2017,0,1,0,0,0,0,5,NS
183479,0,0,0,0,0,07-12-2013,0,1,0,0,0,0,5,NS
353916,0,0,0,0,0,23-03-2023,0,1,0,0,0,0,6,NL
187082,1,0,0,0,0,21-03-2014,0,1,0,0,0,0,5,NS
51774,1,0,0,0,0,23-10-1998,0,0,0,0,0,0,5,NS
31010,0,0,0,0,0,,0,0,0,0,0,0,5,NS
324995,1,0,0,0,0,21-07-2021,0,1,0,0,0,0,5,NS
219043,0,0,0,0,0,19-04-2016,1,0,0,0,0,0,5,NS
204576,0,0,0,0,0,,0,0,0,0,0,0,5,NS
194372,0,0,0,0,0,25-07-2014,0,1,0,0,0,0,5,NS
371149,0,0,0,0,0,30-01-2024,1,0,0,0,0,0,6,NL
362171,0,0,0,0,0,17-08-2023,0,1,0,0,0,0,1,AT
348892,0,0,0,0,0,30-11-2022,0,0,1,0,0,0,1,AT
54297,1,0,0,0,0,19-05-1998,0,0,0,0,0,0,5,NS
209759,0,0,0,0,0,26-08-2015,0,1,0,0,0,0,5,NS
115981,1,0,0,0,0,10-09-2010,0,0,0,0,0,0,5,NS
293622,0,0,0,0,0,31-05-2019,1,0,0,0,1,0,5,NS
323199,0,0,0,0,0,18-06-2021,0,1,0,0,1,0,5,NS
130947,0,0,0,0,0,26-07-2011,0,1,0,0,0,0,5,NS
369509,0,0,0,0,0,,0,0,0,0,0,0,6,NL
384987,0,0,0,0,0,06-11-2024,0,1,0,0,0,0,4,ND
34548,0,0,0,0,0,26-06-2000,0,0,0,0,0,0,5,NS
3284,1,0,0,0,0,22-09-1999,0,0,0,0,0,0,5,NS
179292,0,0,0,0,0,02-08-2013,1,0,0,0,0,0,5,NS
41926,0,0,0,0,0,10-04-1995,0,0,0,0,0,0,5,NS
366258,0,0,0,0,0,24-10-2023,0,1,0,0,0,0,2,PT
18233,1,0,0,0,0,30-10-2008,0,0,0,0,0,0,5,NS
311981,1,0,0,0,0,04-03-2020,1,0,0,0,0,0,5,NS
149931,0,0,0,0,0,17-03-2012,0,1,0,0,0,0,5,NS
287623,0,0,0,0,0,19-03-2019,0,0,0,1,0,0,5,NS
90430,0,0,0,0,0,15-04-2009,0,0,0,0,0,0,5,NS
90694,0,0,0,0,0,05-03-2020,0,1,0,0,0,0,5,NS
144622,1,0,0,0,0,02-11-2011,0,0,0,0,1,0,5,NS
361363,0,0,0,0,0,14-07-2023,1,0,0,0,0,0,6,NL
242186,1,0,0,0,0,27-01-2017,0,0,0,0,0,0,5,NS
369192,0,0,0,0,0,08-12-2023,0,0,0,0,1,0,6,NL
71596,1,0,0,0,0,17-12-2005,0,0,0,0,0,0,5,NS
345454,0,0,0,0,0,08-09-2022,0,1,0,0,0,0,6,NL
331516,0,0,0,0,0,06-01-2022,0,1,0,0,0,0,6,NL
226356,0,0,0,0,0,01-07-2016,0,1,0,0,0,0,5,NS
109007,0,0,0,0,0,09-07-2010,1,0,0,0,0,0,5,NS
128169,0,0,0,0,0,16-06-2011,1,0,0,0,0,0,5,NS
225872,1,0,0,0,0,22-06-2016,0,1,0,0,0,0,5,NS
50906,1,0,0,0,0,20-10-1998,0,0,0,0,0,0,5,NS
288372,0,0,0,0,0,03-04-2019,0,0,0,1,0,0,5,NS
157495,1,0,0,0,0,16-06-2012,0,0,0,1,0,0,5,NS
314815,0,0,0,0,0,,0,0,0,0,0,0,5,NS
332794,0,0,0,0,0,26-02-2022,0,1,0,0,0,0,1,AT
245371,0,0,0,0,0,18-04-2017,0,0,0,1,0,0,5,NS
186220,1,0,0,0,0,12-03-2014,0,0,0,0,0,0,5,NS
309731,1,0,0,0,0,01-02-2020,0,0,0,0,0,0,5,NS
260832,0,0,0,0,0,25-10-2017,0,1,0,0,0,0,5,NS
127922,0,0,0,0,0,05-08-2011,1,0,0,0,0,0,5,NS
301051,0,0,0,0,0,05-09-2019,0,1,0,0,0,0,5,NS
300202,1,0,0,0,0,14-08-2019,0,1,0,0,0,0,5,NS
347420,0,0,0,0,0,,0,0,0,0,0,0,6,NL
184376,0,0,0,0,0,31-12-2013,0,1,0,0,0,0,5,NS
162276,0,0,0,0,0,08-08-2012,0,0,0,0,1,0,5,NS
262553,0,0,0,0,0,18-11-2017,0,1,0,0,0,0,5,NS
289787,0,0,0,0,0,19-04-2019,0,1,0,0,0,0,5,NS
250190,1,0,0,0,0,28-06-2017,0,1,0,0,0,0,5,NS
59586,0,0,0,0,0,,0,0,0,0,0,0,5,NS
372714,0,0,0,0,0,01-03-2024,1,0,0,0,0,0,3,NT
67435,1,0,0,0,0,09-01-2006,0,0,0,0,0,0,5,NS
10131,1,0,0,0,0,29-01-1996,0,0,0,0,0,0,5,NS
361218,0,0,0,0,0,01-08-2023,0,0,0,0,0,0,6,NL
276442,1,0,0,0,0,06-08-2018,0,1,0,0,0,0,5,NS
6527,1,0,0,0,0,27-07-2012,0,0,0,0,0,0,5,NS
357506,0,0,0,0,0,07-03-2023,0,1,0,0,1,0,6,NL
186658,0,0,0,0,0,22-05-2019,0,0,0,1,0,0,5,NS
2746,1,0,0,0,0,13-02-1998,0,0,0,0,0,0,5,NS
347058,1,0,0,0,0,19-10-2022,0,0,0,1,0,0,4,ND
350553,0,0,0,0,0,07-01-2023,0,1,0,0,0,0,4,ND
66116,1,0,0,0,0,15-12-2004,0,0,0,0,0,0,5,NS
216748,0,0,0,0,0,11-02-2016,0,1,0,0,0,0,5,NS
352467,0,0,0,0,0,25-03-2023,0,1,0,0,0,0,2,PT
288024,0,0,0,0,0,30-03-2019,1,1,0,0,0,0,5,NS
55527,0,0,0,0,0,06-02-2003,0,0,0,0,0,0,5,NS
158106,1,0,0,0,0,21-06-2012,0,1,0,0,0,0,5,NS
23083,0,0,0,0,0,28-02-2001,0,0,0,0,0,0,5,NS
